Document ID,Docket ID,Title,Petition Date,Response Date,FDA Center,Petitioner,"Type of Document (Petition, Interim Response, Final Response)",Response Type,Mined_Response_Type,Document_Role,is_scanned
FDA-2003-P-0336-0002,FDA-2003-P-0336,FDA [HFD-1] to Public Citizen Health Reasearch Group - Petition Denial,,06/14/04,CDER,Public Citizen,Final Response,Denied,Denied,Interim FDA Response,False
FDA-2003-P-0336-0001,FDA-2003-P-0336,Interim Response [HFD-6] to Public Citizen's Health Research Group - Letter,,09/04/03,CDER,Public Citizen,Interim Response,Denied,Denied,Final FDA Response,False
FDA-2003-P-0336-0004,FDA-2003-P-0336,Public Citizen - Citizen Petition,3/6/03,,CDER,Public Citizen,Petition,Denied,Denied,Initial Petition,False
FDA-2003-P-0339-0002,FDA-2003-P-0339,Baldwin Richardson Foods Company - Citizen Petition,6/30/03,,CFSAN,Baldwin Richardson Foods Company,Petition,Withdrawn,Withdrawn,Initial Petition,False
FDA-2003-P-0346-0007,FDA-2003-P-0346,"Beckman Coulter, Inc. - [Beckman Coulter, Inc. - Reclassification Petition",10/1/03,,CDRH,"Beckman Coulter, Inc",Reclassification Petition,No response,No response,Other Document,False
FDA-2003-P-0351-0001,FDA-2003-P-0351,"FDA/CDER Response to Lachman Consultant Services, Inc. [Wyeth Pharmaceuticals] - Citizen Petition Approval",,03/30/05,CDER,"Lachman Consultant Services, Inc.",Final Response,Approved,Approved,Final FDA Response,False
FDA-2003-P-0351-0006,FDA-2003-P-0351,"Lachman Consultant Services, Inc. - Citizen Petition",4/14/03,,CDER,"Lachman Consultant Services, Inc.",Petition,Approved,Approved,Initial Petition,False
FDA-2003-P-0351-0011,FDA-2003-P-0351,Wyeth Pharmaceuticals - Petition for Stay of Action,4/29/05,,CDER,Wyeth Pharmaceuticals,Petition,Withdrawn,Withdrawn,Other Document,False
FDA-2003-P-0351-0010,FDA-2003-P-0351,Wyeth Pharmaceuticals - Petition for Reconsideration,4/29/05,,CDER,Wyeth Pharmaceuticals,Reconsideration Petition,Withdrawn,Withdrawn,Initial Petition,False
FDA-2003-P-0351-0021,FDA-2003-P-0351,Wyeth -  Petition for Reconsideration & Stay Withdrawal,,3/14/09,CDER,"Lachman Consultant Services, Inc.",Withdrawal of Citizen Petition,Withdrawn,Withdrawn,Other Document,False
FDA-2003-P-0352-0005,FDA-2003-P-0352,FDA/CDER Response to Taro Pharmaceuticals U.S.A. Inc. Petition Denial re FDA-2003-P-0352-0002,,01/16/13,CDER,Taro Pharmaceuticals U.S.A. Inc.,Final Response,Denied,Denied,Initial Petition,False
FDA-2003-P-0352-0002,FDA-2003-P-0352,Taro Pharmaceuticals U.S.A. Inc. - Citizen Petition,7/1/03,,CDER,Taro Pharmaceuticals U.S.A. Inc.,Petition,Denied,Denied,Final FDA Response,False
FDA-2003-P-0364-0004,FDA-2003-P-0364,Interim Response to Abbott Laboratories,,02/23/04,CDER,Abbott Laboratories,Interim Response,Denied,Denied,Interim FDA Response,False
FDA-2003-P-0364-0006,FDA-2003-P-0364,FDA/OC to Abbott Laboratories et al - Petition Denial,,06/23/04,CDER,Abbott Laboratories,Final Response,Denied,Denied,Final FDA Response,False
FDA-2003-P-0364-0008,FDA-2003-P-0364,FDA/OC to Covington & Burling - Petition Denial,,03/13/12,CDER,Abbott Laboratories,Final Response,Denied,Denied,Final FDA Response,False
FDA-2003-P-0405-0002,FDA-2003-P-0405,Citizen Petition from Arthur Young,6/10/03,,CBER,Arthur Young,Petition,Withdrawn,Withdrawn,Initial Petition,False
FDA-2003-P-0491-0001,FDA-2003-P-0491,Citizen Petition from American Herbal Products Association (AHPA),3/20/03,,CFSAN,American Herbal Products Association (Ahpa),Petition,Rendered moot,Rendered moot,Initial Petition,False
FDA-2003-P-0491-0004,FDA-2003-P-0491,Letter from FDA CFSAN to American Herbal Products Association,,7/18/19,CFSAN,American Herbal Products Association (Ahpa),Final Response,Rendered moot,Rendered moot,Final FDA Response,False
FDA-2003-P-0693-0004,FDA-2003-P-0693,Citizen Petition from J M Investments Inc DBA Lucky 7 Food Store,4/2/03,,CFSAN,J M Investments Inc DBA Lucky 7 Food Store,Petition,Withdrawn,Withdrawn,Initial Petition,False
FDA-2003-P-0694-0003,FDA-2003-P-0694,"FDA/CFSAN to Bunker Hill Cheese Co., Inc. - Interim Response",,07/21/03,CFSAN,"Bunker Hill Cheese Co., Inc.",Interim Response,Response received,Response received,Initial Petition,False
FDA-2003-P-0694-0001,FDA-2003-P-0694,"Bunker Hill Cheese Co., Inc. - Citizen Petition",1/27/03,,CFSAN,"Bunker Hill Cheese Co., Inc.",Petition,Response received,Response received,Interim FDA Response,False
FDA-2004-P-0001-0009,FDA-2004-P-0001,Coalition for Mercury-free Drugs (CoMeD) - Citizen Petition,7/30/04,,CBER,Coalition for Mercury-free Drugs (CoMeD),Petition,Denied,Denied,Correspondence,True
FDA-2004-P-0001-0003,FDA-2004-P-0001,FDA/CBER Interim Response to Coalition for Mercury-free Drugs (CoMeD) - Letter,,02/04/05,CBER,Coalition for Mercury-free Drugs (CoMeD),Interim Response,Denied,Denied,Interim FDA Response,False
FDA-2004-P-0001-0004,FDA-2004-P-0001,FDA/CBER Response to Coalition for Mercury-free Drugs (CoMeD) - Petition Denial,,09/26/06,CBER,Coalition for Mercury-free Drugs (CoMeD),Final Response,Denied,Denied,Final FDA Response,False
FDA-2004-P-0001-0010,FDA-2004-P-0001,Coalition for Mercury-Free Drugs (CoMeD) - Petition for Stay,10/21/06,,CBER,Coalition for Mercury-free Drugs (CoMeD),Petition for Stay,Withdrawn,Withdrawn,Correspondence,True
FDA-2004-P-0006-0005,FDA-2004-P-0006,Citizen Petition from Lachman Consultant Services Inc,7/2/04,,CDER,Lachman Consultant Services Inc,Petition,Response received,Response received,Correspondence,False
FDA-2004-P-0006-0003,FDA-2004-P-0006,Interim Response Letter from FDA CDER to Lachman Consultant Services Inc,,01/03/05,CDER,Lachman Consultant Services Inc,Interim Response,Response received,Response received,Interim FDA Response,False
FDA-2004-P-0006-0004,FDA-2004-P-0006,Response Letter from FDA CDER to Lachman Consultant Services Inc,,04/14/05,CDER,Lachman Consultant Services Inc,Final Response,Response received,Response received,Final FDA Response,False
FDA-2004-P-0009-0004,FDA-2004-P-0009,FDA/CDER to Public Citizen - Petition Denial,,03/11/05,CDER,Public Citizen,Final Response,Denied,Denied,Correspondence,False
FDA-2004-P-0014-0003,FDA-2004-P-0014,Pfizer Inc. - [Wiley Rein & Fielding LLP] - Citizen Petition,5/11/04,,CDER,Pfizer Inc. - [Wiley Rein & Fielding Llp],Petition,Denied,Denied,Other Document,False
FDA-2004-P-0014-0002,FDA-2004-P-0014,"FDA Response to Pfizer Inc., (Wiley Rein & Fielding LLP) - Petition Denial",,07/02/04,CDER,Pfizer Inc. - [Wiley Rein & Fielding Llp],Final Response,Denied,Denied,Final FDA Response,False
FDA-2004-P-0017-0005,FDA-2004-P-0017,Citizen Petition Denial Response Letter from FDA/ORA to Pharmacists Planning Service Inc (PPSI),,01/08/07,CDER,Pharmacists Planning Service,Final Response,Denied,Denied,Correspondence,False
FDA-2004-P-0023-0006,FDA-2004-P-0023,"Withdrawal of Citizen Petition from Lachman Consultant Services, Inc.",6/2/05,,CDER,"Lachman Consultant Services, Inc.",Withdrawal of Citizen Petition,No response,No response,Correspondence,False
FDA-2004-P-0023-0002,FDA-2004-P-0023,"Citizen Petition from Lachman Consultant Services, Inc.",9/13/04,,CDER,"Lachman Consultant Services, Inc.",Petition,No response,No response,Correspondence,False
FDA-2004-P-0036-0003,FDA-2004-P-0036,FDA/CDER Interim Response to Industry Coalition - Letter,,03/15/2005,CDER,Industry Coalition,Interim Response,Response received,Response received,Correspondence,False
FDA-2004-P-0036-0004,FDA-2004-P-0036,Industry Coalition - Citizen Petition,9/17/04,,CDER,Industry Coalition,Petition,Response received,Response received,Interim FDA Response,False
FDA-2004-P-0086-0004,FDA-2004-P-0086,Citizen Petition from Ben Venue Laboratories,11/18/04,,CDER,Ben Venue Laboratories,Petition,No response,No response,Correspondence,False
FDA-2004-P-0094-0003,FDA-2004-P-0094,FDA/CFSAN Interim Response to National Starch and Chemical Company - Letter,,12/29/04,CFSAN,National Starch And Chemical Company,Interim Response,Response received,Response received,Correspondence,False
FDA-2004-P-0094-0004,FDA-2004-P-0094,National Starch and Chemical Company - Citizen Petition,8/8/04,,CFSAN,National Starch And Chemical Company,Petition,Response received,Response received,Interim FDA Response,False
FDA-2004-P-0115-0002,FDA-2004-P-0115,Interim Response from FDA CDER to Barbara E. Kennedy-Neslusan,,02/25/04,CDER,Barbara E. Kennedy-Neslusan,Interim Response,Response received,Response received,Correspondence,False
FDA-2004-P-0115-0005,FDA-2004-P-0115,Citizen Petition from Barbara E. Kennedy-Neslusan,2/25/04,,CDER,Barbara E. Kennedy-Neslusan,Petition,Response received,Response received,Interim FDA Response,False
FDA-2004-P-0115-0003,FDA-2004-P-0115,Interim Response Letter from FDA CDER to Barbara E. Kennedy-Neslusan,,08/23/04,CDER,Barbara E. Kennedy-Neslusan,,Response received,Response received,Correspondence,False
FDA-2004-P-0115-0004,FDA-2004-P-0115,Interim Response Letter from FDA CDER to Barbara E. Kennedy-Neslusan,,11/05/15,CDER,Barbara E. Kennedy-Neslusan,Interim Response,Response received,Response received,Interim FDA Response,False
FDA-2004-P-0116-0007,FDA-2004-P-0116,FDA/CDER to The Tatia Oden French Memorial Foundation - Petition Partial Approval and Denial,,11/19/12,CDER,Public Citizen,Final Response,Partially approved or denied,Partially approved or denied,Other Document,True
FDA-2004-P-0151-0011,FDA-2004-P-0151,"Johnson & Johnson Pharmaceutical Research & Development, LLC - Petition Partial Approval and Denial",,08/19/12,CDER,Mcneil Consumer & Specialty Pharmaceuticals,Final Response,Partially approved or denied,Partially approved or denied,Correspondence,True
FDA-2004-P-0151-0009,FDA-2004-P-0151,McNeil Pediatrics - Amendment Petition,,,CDER,Mcneil Consumer & Specialty Pharmaceuticals,Supplemental Petition,Partially approved or denied,Partially approved or denied,Correspondence,True
FDA-2004-P-0151-0003,FDA-2004-P-0151,FDA CDER Interim Response to McNeil Consumer & Specialty Pharmaceuticals - Letter,,09/07/04,CDER,Mcneil Consumer & Specialty Pharmaceuticals,Interim Response,Partially approved or denied,Partially approved or denied,Interim FDA Response,False
FDA-2004-P-0151-0007,FDA-2004-P-0151,McNeil Consumer & Specialty Pharmaceuticals - Supplement Petition,9/15/04,,CDER,Mcneil Consumer & Specialty Pharmaceuticals,Supplemental Petition,Partially approved or denied,Partially approved or denied,Initial Petition,False
FDA-2004-P-0151-0004,FDA-2004-P-0151,McNeil Consumer & Specialty Pharmaceuticals - Citizen Petition,3/19/04,,CDER,Mcneil Consumer & Specialty Pharmaceuticals,Petition,Partially approved or denied,Partially approved or denied,Other Document,True
FDA-2004-P-0155-0004,FDA-2004-P-0155,Cancer Action NY - Citizen Petition,12/30/03,,CFSAN,Cancer Action Ny,Petition,Response received,Response received,Correspondence,True
FDA-2004-P-0155-0003,FDA-2004-P-0155,FDA/CFSAN Interim Response to Cancer Action NY - Letter,,07/01/04,CFSAN,Cancer Action Ny,Interim Response,Response received,Response received,Interim FDA Response,False
FDA-2004-P-0155-0007,FDA-2004-P-0155,Closure of Citizen Petition from Donald Hassig,1/24/24,,CFSAN,Cancer Action Ny,Interim Response,Response received,Response received,Initial Petition,False
FDA-2004-P-0157-0003,FDA-2004-P-0157,Robert Cohen Citizen Petition,2/6/04,,CVM,Robert Cohen,Petition,No response,No response,Correspondence,True
FDA-2004-P-0157-0005,FDA-2004-P-0157,Returned Letter From CVM to Petitioner,,,CVM,Robert Cohen,,No response,No response,Correspondence,False
FDA-2004-P-0158-0003,FDA-2004-P-0158,Change in Classification of Petition from Roche Diagnostics Corporation,12/5/03,,CDRH,Roche Diagnostics Corporation,Change in Classification Petition,Response received,Response received,Final FDA Response,False
FDA-2004-P-0158-0001,FDA-2004-P-0158,Response Letter from FDA CDRH to Roche Diagnostics Corporation,,1/28/04,CDRH,Roche Diagnostics Corporation,Final Response,Response received,Response received,Other Document,False
FDA-2004-P-0164-0013,FDA-2004-P-0164,Billy G. Pierson - Petition for Stay,3/15/04,,CDRH,Billy G. Pierson,Petition for Stay,Denied,Denied,Other Document,True
FDA-2004-P-0164-0006,FDA-2004-P-0164,FDA/CDRH to Mr. Bill G. Pierson - Petition Denial,,04/06/04,CDRH,Billy G. Pierson,Final Response,Denied,Denied,Other Document,False
FDA-2004-P-0164-0016,FDA-2004-P-0164,Bill Pierson - Petition for Stay,5/10/04,,CDRH,Billy G. Pierson,Petition for Stay,Denied,Denied,Other Document,True
FDA-2004-P-0164-0009,FDA-2004-P-0164,Billy G. Pierson - Citizen Petition,10/13/03,,CDRH,Billy G. Pierson,Reconsideration Petition,Denied,Denied,Final FDA Response,True
FDA-2004-P-0176-0005,FDA-2004-P-0176,Arent Fox PLLC - Citizen Petition,12/14/04,,CDER,Arent Fox Pllc,Petition,No response,No response,Correspondence,False
FDA-2004-P-0176-0006,FDA-2004-P-0176,Arent Fox LLP - Withdrawal of Petition,,12/10/12,CDER,Arent Fox Pllc,Withdrawal of Citizen Petition,No response,No response,Correspondence,True
FDA-2004-P-0210-0006,FDA-2004-P-0210,Center for Science in the Public Interest (CSPI) - Citizen Petition,10/28/04,,CFSAN,Center For Science In The Public Interest (Cspi),Petition,No response,No response,Correspondence,True
FDA-2004-P-0214-0028,FDA-2004-P-0214,"FDA/CDER to Genentech, Inc. - Petition Denial",,02/15/12,CDER,"Genentech, Inc",Final Response,Denied,Denied,Other Document,False
FDA-2004-P-0239-0005,FDA-2004-P-0239,FDA to Finkelstein and Partners - Petition Partial Approval and Denial,,10/21/09,CDER,Finkelstein and Partners,Final Response,Partially approved or denied,Partially approved or denied,Correspondence,False
FDA-2004-P-0239-0004,FDA-2004-P-0239,FDA to Finkelstein and Partners - Interim Response,,11/05/04,CDER,Finkelstein and Partners,Interim Response,Partially approved or denied,Partially approved or denied,Correspondence,False
FDA-2004-P-0274-0004,FDA-2004-P-0274,Alza Corporation - Citizen Petition,11/12/04,,CDER,Alza Corporation,Petition,Denied,Denied,Other Document,False
FDA-2004-P-0274-0003,FDA-2004-P-0274,FDA/Center for Drug Evaluation and Research to ALZA Corporation - Petition Denial,,01/28/05,CDER,Alza Corporation,Final Response,Denied,Denied,Other Document,False
FDA-2004-P-0278-0004,FDA-2004-P-0278,FDA Office of Regulatory Affairs Response to the Center for Science in the Public Interest (CSPI) - Petition Denial,,12/15/06,CFSAN,Center For Science In The Public Interest (Cspi),Final Response,Denied,Denied,Correspondence,False
FDA-2004-P-0278-0005,FDA-2004-P-0278,Center for Science in the Public Interest (CSPI) - Citizen Petition,7/22/04,,CFSAN,Center For Science In The Public Interest (Cspi),Petition,Denied,Denied,Final FDA Response,False
FDA-2004-P-0279-0008,FDA-2004-P-0279,Citizen Petition Partial Approval and Denial Response from FDA CFSAN to the Center for Science in the Public Health,,06/16/15,CFSAN,The Center For Science In The Public Interest (Cspi),Final Response,Partially approved or denied,Partially approved or denied,Correspondence,False
FDA-2004-P-0279-0003,FDA-2004-P-0279,Citizen Petition from the Center for Science in the Public Interest (CSPI),5/18/04,,CFSAN,The Center For Science In The Public Interest (Cspi),Petition,Partially approved or denied,Partially approved or denied,Initial Petition,True
FDA-2004-P-0290-0003,FDA-2004-P-0290,"FDA/CDER Interim Response to Celltech Americas, Inc. - Letter",,10/20/04,CDER,"Celltech Americas, Inc.",Interim Response,Partially approved or denied,Partially approved or denied,Correspondence,False
FDA-2004-P-0290-0007,FDA-2004-P-0290,"FDA/CDER to UCB, Inc. - Petition Partial Approval and Denial",,07/19/12,CDER,"Celltech Americas, Inc.",Final Response,Partially approved or denied,Partially approved or denied,Interim FDA Response,True
FDA-2004-P-0290-0004,FDA-2004-P-0290,"Celltech Americas, Inc. - Citizen Petition",5/6/04,,CDER,"Celltech Americas, Inc.",Petition,Partially approved or denied,Partially approved or denied,Initial Petition,False
FDA-2004-P-0295-0003,FDA-2004-P-0295,University of Medicine and Dentistry of New Jersey-Robert Wood Johnson Medical School - Citizens Petition,3/3/04,,CDER,University Of Medicine And Dentistry Of New Jersey-Robert Wood Johnson Medical School,Petition,Denied,Denied,Correspondence,True
FDA-2004-P-0295-0004,FDA-2004-P-0295,The Robert Wood Johnson University Medical Group - Denial of Petition,,07/25/13,CDER,University Of Medicine And Dentistry Of New Jersey-Robert Wood Johnson Medical School,Final Response,Denied,Denied,Correspondence,False
FDA-2004-P-0333-0003,FDA-2004-P-0333,"Veridex, LLC - Citizen Petition",,,CDRH,"Veridex, Llc",Petition,Approved,Approved,Final FDA Response,False
FDA-2004-P-0333-0001,FDA-2004-P-0333,"FDA/CDRH Response to Veridex, LLC - Petition Approval",,01/21/04,CDRH,"Veridex, Llc",Final Response,Approved,Approved,Other Document,True
FDA-2004-P-0334-0002,FDA-2004-P-0334,FDA/CDER Response to Environmental Working Group - Letter,,02/19/04,OC,Environmental Working Group,Interim Response,No response,No response,Correspondence,False
FDA-2004-P-0334-0003,FDA-2004-P-0334,FDA/CDER Response to Environmental Working Group - Letter,,04/14/04,OC,Environmental Working Group,Interim Response,No response,No response,Interim FDA Response,False
FDA-2004-P-0338-0006,FDA-2004-P-0338,FDA-CDER to Valeant Pharmaceuticals International - Response,,04/11/08,CDER,Valeant Pharmaceuticals International,Final Response,No response,No response,Other Document,False
FDA-2004-P-0342-0014,FDA-2004-P-0342,"FDA/CFSAN Response to General Mills, Inc. (Patton Boggs LLP) - Letter",,11/8/05,CFSAN,"General Mills, Inc. (Patton Boggs LLP)",Final Response,No response,No response,Final FDA Response,False
FDA-2004-P-0345-0004,FDA-2004-P-0345,"Citizen Petition from Lachman Consultant Services, Inc.",12/22/04,,CDER,"Lachman Consultant Services, Inc.",Petition,No response,No response,Initial Petition,False
FDA-2004-P-0365-0003,FDA-2004-P-0365,Citizen Petition from State of Louisiana Department of Health and Hospitals,12/11/03,,CDER,State Of Louisiana Department Of Health And Hospitals,Petition,Approved,Approved,Final FDA Response,False
FDA-2004-P-0365-0002,FDA-2004-P-0365,Citizen Petition Approval Response Letter from FDA ORA to State of Louisiana Department of Health and Hospitals,,05/17/04,CDER,State Of Louisiana Department Of Health And Hospitals,Final Response,Approved,Approved,Initial Petition,False
FDA-2004-P-0403-0001,FDA-2004-P-0403,Citizen Petition Approval Response Letter from FDA CVM to PennField Oil Company,,03/24/04,CVM,Pennfield Oil Company,Final Response,Approved,Approved,Final FDA Response,False
